RESPID;interview_end;gender;age;age_coded;DK_region;Agenda;b1 - Hvilket problem mener du er det vigtigste, som Danmark står overfor lige nu?;b2a - Hvilken regering er bedst til at sikre en fornuftig flygtninge/indvandrerpolitik?;b2b - Hvilken regering er bedst til at varetage økonomien, eksempelvis vækst og arbejdspladser?;b2c - Hvilken regering er bedst til at levere velfærden, eksempelvis sundhed, uddannelse og ældrepleje?;bg5 - Hvilket parti stemte du på, ved Folketingsvalget den 15. september 2011?;bg6 - Hvilket parti ville du stemme på, hvis der var Folketingsvalg i morgen?;bg7 - Hvilket parti hælder du mest til at stemme på?;bg8 - Hvad er din højest afsluttede uddannelse?;bg9 - Hvor mange børn under 18 år er der din husstand?;bg10 - Hvad er husstandens samlede årlige bruttoindkomst?;PI_idag_prob - Stemme i morgen (bg6+bg7);Weight
1096;20150315;Kvinde;64;60-69 år;Hovedstaden;103;arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,3661459021
1098;20150316;Kvinde;39;30-39 år;Nordjylland;900;Integration;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Kort videregående 1-2 år;Ingen;600.000-699.999 kr.;Radikale Venstre;1,2149840989
1099;20150313;Kvinde;64;60-69 år;Nordjylland;103;manglende job;Ved ikke;Ved ikke;Ved ikke;(Ø) Enhedslisten;Ved ikke;(Ø) Enhedslisten;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Enhedslisten;0,3497965911
1125;20150316;Mand;26;18-29 år;Nordjylland;201;Stigende fremmedhad;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(V) Venstre;;Gymnasie, HF eller lignende;Ingen;Ved ikke;Venstre;1,6827307802
1127;20150313;Kvinde;46;40-49 år;Syddanmark;100;Finanskrisen i hele Europa;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;2 børn;400.000-499.999 kr.;Dansk Folkeparti;0,4511729889
1135;20150313;Mand;23;18-29 år;Midtjylland;100;Økonomiske;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Gymnasie, HF eller lignende;Ingen;100.000-199.999 kr.;Radikale Venstre;2,4304869751
1137;20150316;Mand;40;40-49 år;Sjælland;100;Vækst uden hæmning;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;2 børn;1.000.000 kr. eller derover;Socialdemokraterne;0,5527131326
1142;20150315;Kvinde;54;50-59 år;Sjælland;300;sundhedsproblemer Arbejdsløshed;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Ved ikke;(A) Socialdemokraterne;Grundskole;Ingen;Vil ikke oplyse;Socialdemokraterne;1,7419998329
1146;20150313;Mand;56;50-59 år;Nordjylland;103;ledighed;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Grundskole;Ingen;100.000-199.999 kr.;Dansk Folkeparti;1,0982577711
1147;20150313;Mand;32;30-39 år;Hovedstaden;1405;"Mangel på arbejdspladser og fraflytning fra ""udkantsdanmark"".";Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Husker ikke;Ved ikke;(A) Socialdemokraterne;Grundskole;Ingen;100.000-199.999 kr.;Socialdemokraterne;1,8754774584
1153;20150313;Mand;20;18-29 år;Syddanmark;100;Økonomi;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Husker ikke;(A) Socialdemokraterne;;Gymnasie, HF eller lignende;1 barn;Ved ikke;Socialdemokraterne;1,0633550027
1159;20150313;Kvinde;24;18-29 år;Nordjylland;705;Klima;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(V) Venstre;;Gymnasie, HF eller lignende;Ingen;200.000-299.999 kr.;Venstre;2,0336048915
1160;20150314;Mand;22;18-29 år;Syddanmark;103;Arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(A) Socialdemokraterne;;Kort videregående 1-2 år;Ingen;100.000-199.999 kr.;Socialdemokraterne;0,5031264692
1163;20150315;Mand;26;18-29 år;Sjælland;900;indvandre og deres kriminalitet;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Stemte ikke;(A) Socialdemokraterne;;Gymnasie, HF eller lignende;Ingen;Vil ikke oplyse;Socialdemokraterne;1,4555067978
1165;20150313;Mand;80;70++ år;Hovedstaden;900;Indvandring af muslimer;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Lang videregående 5 år;Ingen;700.000-799.999 kr.;Liberal Alliance (tidligere Ny Alliance);0,7074717989
1167;20150316;Kvinde;55;50-59 år;Sjælland;900;flygtninge;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(C) Konservative Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;400.000-499.999 kr.;Konservative Folkeparti;2,1035320580
1176;20150313;Mand;53;50-59 år;Syddanmark;1200;stigende kriminalitet;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Mellemlang videregående 3-4 år;1 barn;600.000-699.999 kr.;Konservative Folkeparti;0,6585929284
1182;20150314;Mand;52;50-59 år;Hovedstaden;.;Ved ikke;Socialdemokratisk ledet regering;Ved ikke;Ved ikke;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;2 børn;Vil ikke oplyse;Socialdemokraterne;1,3931904361
1184;20150313;Kvinde;67;60-69 år;Midtjylland;1227;Terror;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Vil ikke svare;(O) Dansk Folkeparti;;Vil ikke svare;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,5900352887
1186;20150313;Mand;35;30-39 år;Hovedstaden;900;indvandrere;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(V) Venstre;;Mellemlang videregående 3-4 år;2 børn;900.000-999.999 kr.;Venstre;1,0684192346
1188;20150313;Kvinde;69;60-69 år;Syddanmark;100;"At få gang i ""hjulene"" igen og økonomien på stabil kurs. Lederne i de offentlige stillinger skal tage ansvar og ikke skubbe ""aben"" videre";Venstre ledet regering;Venstre ledet regering;Ved ikke;Vil ikke svare;Vil ikke svare;;Grundskole;Ingen;200.000-299.999 kr.;;1,0869903151
1189;20150316;Kvinde;39;30-39 år;Midtjylland;103;For få i beskæftigelse.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Mellemlang videregående 3-4 år;Ingen;600.000-699.999 kr.;Socialistisk Folkeparti - SF;1,1425381981
1190;20150313;Mand;74;70++ år;Hovedstaden;100;økonomien;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;100.000-199.999 kr.;Socialdemokraterne;1,1028869804
1193;20150313;Mand;22;18-29 år;Midtjylland;1;Højreorienteringen i integrationspolitikken;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(B) Radikale Venstre;;Gymnasie, HF eller lignende;Ingen;300.000-399.999 kr.;Radikale Venstre;2,4304869751
1196;20150313;Mand;27;18-29 år;Midtjylland;2099;Ministerpensionen;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;100.000-199.999 kr.;Socialdemokraterne;1,4341977391
1197;20150316;Mand;34;30-39 år;Syddanmark;1;Alt for dårlig koomunikation i det offentlige rum, og derved manglende tolerance og forståelse;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Lang videregående 5 år;2 børn;400.000-499.999 kr.;Enhedslisten;0,5319251811
1204;20150316;Mand;41;40-49 år;Hovedstaden;2099;et samlet folketing som ikke tør se de problematikker som Danmark står overfor i øjnene, og som de har en stor del af skylden for.;Venstre ledet regering;Ved ikke;Ved ikke;(I) Liberal Alliance;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;1 barn;600.000-699.999 kr.;Dansk Folkeparti;0,4939026995
1211;20150314;Kvinde;66;60-69 år;Hovedstaden;900;indvandrere;Ved ikke;Ved ikke;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,9016590340
1219;20150315;Mand;25;18-29 år;Hovedstaden;100;Økonomiske/vækst-udfordringer, samt et værdipolitisk opgør mellem rød og blå blok;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Radikale Venstre;1,8734211074
1222;20150313;Mand;62;60-69 år;Nordjylland;103;jobmangel;Ved ikke;Socialdemokratisk ledet regering;Venstre ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;900.000-999.999 kr.;Dansk Folkeparti;0,3307462974
1223;20150316;Mand;30;30-39 år;Nordjylland;1501;Bankernes kæmpe gebyrer;Venstre ledet regering;Ved ikke;Socialdemokratisk ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Anden uddannelse;1 barn;500.000-599.999 kr.;Liberal Alliance (tidligere Ny Alliance);1,5539372048
1224;20150314;Kvinde;65;60-69 år;Hovedstaden;900;islamiske indvandrere;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;Vil ikke svare;Vil ikke svare;;Lang videregående 5 år;Ingen;300.000-399.999 kr.;;0,5208896933
1226;20150313;Kvinde;48;40-49 år;Hovedstaden;900;Integration;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(A) Socialdemokraterne;;Lang videregående 5 år;1 barn;700.000-799.999 kr.;Socialdemokraterne;0,5758697529
1230;20150313;Kvinde;72;70++ år;Hovedstaden;100;Økonomien;Ved ikke;Ved ikke;Ved ikke;Stemte blankt;Har ikke stemmeret;;Grundskole;Ingen;100.000-199.999 kr.;;1,3318202277
1231;20150316;Mand;63;60-69 år;Hovedstaden;900;Indvandring og integration. Lærepladser til de unge, specielt håndværker. Manglende etik og ordentlighed i samfundets top.;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;500.000-599.999 kr.;Dansk Folkeparti;0,5849870669
1232;20150313;Mand;48;40-49 år;Hovedstaden;1399;børns vilkår i Danmark.;Ved ikke;Ved ikke;Ved ikke;(F) Socialistisk Folkeparti - SF;Ved ikke;(F) Socialistisk Folkeparti - SF;Mellemlang videregående 3-4 år;2 børn;100.000-199.999 kr.;Socialistisk Folkeparti - SF;0,8012407373
1237;20150315;Kvinde;71;70++ år;Sjælland;103;Arbejsløshed;Venstre ledet regering;Ved ikke;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Kort videregående 1-2 år;Ingen;100.000-199.999 kr.;Dansk Folkeparti;0,4897346189
1243;20150313;Mand;26;18-29 år;Midtjylland;201;Medmenneskelig integration;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Mellemlang videregående 3-4 år;Ingen;Ved ikke;Enhedslisten;0,7694581599
1246;20150313;Kvinde;47;40-49 år;Midtjylland;1227;terro samt indvandre contra arbejsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Grundskole;2 børn;200.000-299.999 kr.;Enhedslisten;1,3630822357
1251;20150313;Kvinde;39;30-39 år;Hovedstaden;505;social dumping og ældrepleje;Ved ikke;Ved ikke;Ved ikke;(A) Socialdemokraterne;Ved ikke;Ved ikke;Gymnasie, HF eller lignende;1 barn;300.000-399.999 kr.;;1,4208562492
1252;20150314;Mand;53;50-59 år;Hovedstaden;1227;Terror;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Ved ikke;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;400.000-499.999 kr.;Socialistisk Folkeparti - SF;1,6383815333
1258;20150316;Kvinde;49;40-49 år;Syddanmark;900;flygtninge;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;Ved ikke;Vil ikke svare;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;;0,9279482114
1259;20150314;Kvinde;72;70++ år;Sjælland;900;Indvandring og  kriminalitet;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;400.000-499.999 kr.;Dansk Folkeparti;1,2749550901
1260;20150314;Kvinde;70;70++ år;Midtjylland;300;sundheden;Venstre ledet regering;Ved ikke;Ved ikke;(V) Venstre;(V) Venstre;;Grundskole;Ingen;Ved ikke;Venstre;1,9737491975
1265;20150314;Mand;72;70++ år;Sjælland;900;Flygtninge;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;300.000-399.999 kr.;Dansk Folkeparti;1,3455078479
1266;20150315;Kvinde;69;60-69 år;Sjælland;103;arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,7911472211
1267;20150314;Kvinde;65;60-69 år;Midtjylland;900;Flygtninger;Ved ikke;Socialdemokratisk ledet regering;Ved ikke;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;200.000-299.999 kr.;Socialdemokraterne;0,8071654561
1281;20150315;Kvinde;46;40-49 år;Syddanmark;107;at de store firmaer betaler for lidt i skat og at de rige sætter penge i skattely for at undslippe skattebetaling;Socialdemokratisk ledet regering;Ved ikke;Ved ikke;Stemte blankt;Stemme blankt;Ved ikke;Mellemlang videregående 3-4 år;2 børn;500.000-599.999 kr.;;0,4146307910
1283;20150315;Mand;42;40-49 år;Sjælland;207;Islam indflydelse på samfundet;Venstre ledet regering;Ved ikke;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;2 børn;700.000-799.999 kr.;Dansk Folkeparti;0,5110061015
1284;20150316;Mand;36;30-39 år;Hovedstaden;103;arbejdsløshed og dagpenge;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(Ø) Enhedslisten;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;600.000-699.999 kr.;Enhedslisten;1,5233098686
1285;20150315;Mand;58;50-59 år;Hovedstaden;705;global opvarmning;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Mellemlang videregående 3-4 år;1 barn;500.000-599.999 kr.;Enhedslisten;0,5860607042
1289;20150315;Kvinde;50;50-59 år;Syddanmark;1300;Alle de projekter som staten sætter i gang som der alligevel ikke er råd til;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;700.000-799.999 kr.;Konservative Folkeparti;1,5367873255
1290;20150316;Mand;43;40-49 år;Nordjylland;1300;at holde samme service niveau i det offentlige;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;3 børn;900.000-999.999 kr.;Socialdemokraterne;0,8794813639
1291;20150314;Mand;37;30-39 år;Hovedstaden;602;At få genopbygget den danske folkeskole;Socialdemokratisk ledet regering;Venstre ledet regering;Ved ikke;(A) Socialdemokraterne;Alternativet;;Mellemlang videregående 3-4 år;2 børn;800.000-899.999 kr.;Alternativet;0,9290377991
1293;20150314;Mand;64;60-69 år;Midtjylland;900;Flygtning/terror;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;200.000-299.999 kr.;Venstre;0,7346574263
1296;20150314;Kvinde;50;50-59 år;Sjælland;1302;Uligheden mellem fattige og rige;Socialdemokratisk ledet regering;Ved ikke;Ved ikke;(A) Socialdemokraterne;Ved ikke;(A) Socialdemokraterne;Kort videregående 1-2 år;Ingen;400.000-499.999 kr.;Socialdemokraterne;0,5246501717
1301;20150316;Mand;38;30-39 år;Hovedstaden;100;Finanskrise;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;700.000-799.999 kr.;Venstre;2,0629364792
1303;20150314;Mand;79;70++ år;Syddanmark;1302;Uligheden mellem borgerne;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Ved ikke;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;200.000-299.999 kr.;Socialdemokraterne;1,0632220227
1304;20150314;Kvinde;76;70++ år;Midtjylland;900;flygninger og racisme;Venstre ledet regering;Ved ikke;Venstre ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Gymnasie, HF eller lignende;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,8279871007
1305;20150314;Mand;76;70++ år;Hovedstaden;604;Mangel på praktik/lærepladser til unge mennesker;Ved ikke;Venstre ledet regering;Socialdemokratisk ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Mellemlang videregående 3-4 år;Ingen;400.000-499.999 kr.;Konservative Folkeparti;0,8796948726
1306;20150314;Mand;74;70++ år;Syddanmark;505;domping lønninger (den danske model );Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;200.000-299.999 kr.;Socialdemokraterne;0,8336439478
1307;20150314;Kvinde;73;70++ år;Sjælland;103;arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;100.000-199.999 kr.;Socialdemokraterne;1,7587833899
1312;20150314;Mand;54;50-59 år;Nordjylland;1300;Velfærssystemet;Venstre ledet regering;Ved ikke;Ved ikke;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Grundskole;Ingen;200.000-299.999 kr.;Dansk Folkeparti;1,0982577711
1317;20150314;Kvinde;69;60-69 år;Sjælland;1303;De ældres forhold og pasning;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Gymnasie, HF eller lignende;Ingen;100.000-199.999 kr.;Dansk Folkeparti;0,5938141070
1318;20150314;Kvinde;59;50-59 år;Hovedstaden;900;flygtninge og fremmede kulturer i vores samfund;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Dansk Folkeparti;0,6321222028
1323;20150315;Kvinde;47;40-49 år;Hovedstaden;.;Et enkelt problem kan ikke udpeges. Der er flere problematikker, som vi bør kigge på, og gøre noget ved. Menneskerettigheder, sociale områder, børn/unge, flygtningen, arbejdsløshed, uddannelse osv;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(Ø) Enhedslisten;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Enhedslisten;0,6687860900
1324;20150315;Mand;71;70++ år;Syddanmark;300;Sundhed / sygehuse;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;400.000-499.999 kr.;Socialdemokraterne;1,0632220227
1326;20150314;Kvinde;43;40-49 år;Hovedstaden;1227;Terror;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Anden uddannelse;2 børn;500.000-599.999 kr.;Venstre;1,5608545542
1329;20150314;Mand;70;70++ år;Midtjylland;1227;truslen fra yderliggående;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Kort videregående 1-2 år;Ingen;Vil ikke oplyse;Venstre;0,4918831778
1330;20150314;Mand;73;70++ år;Midtjylland;2400;sammenhold;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(K) Kristendemokraterne;(K) Kristendemokraterne;;Anden uddannelse;Ingen;1.000.000 kr. eller derover;Kristendemokraterne;1,0010468850
1336;20150316;Mand;40;40-49 år;Midtjylland;100;At få gang i den Danske økonomi.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(I) Liberal Alliance;;Erhvervsfaglig, EFG, HTX eller lignende;3 børn;800.000-899.999 kr.;Liberal Alliance (tidligere Ny Alliance);1,1854154651
1338;20150314;Mand;70;70++ år;Syddanmark;100;Manglende vækst;Venstre ledet regering;Venstre ledet regering;Ved ikke;(V) Venstre;(V) Venstre;;Kort videregående 1-2 år;Ingen;300.000-399.999 kr.;Venstre;0,4492255130
1343;20150314;Mand;57;50-59 år;Nordjylland;1227;Terror;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(C) Konservative Folkeparti;(V) Venstre;;Kort videregående 1-2 år;Ingen;600.000-699.999 kr.;Venstre;0,5019009146
1344;20150314;Mand;67;60-69 år;Syddanmark;2400;respkt for hinanden;Ved ikke;Venstre ledet regering;Ved ikke;(V) Venstre;(O) Dansk Folkeparti;;Grundskole;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,5639480305
1347;20150316;Mand;63;60-69 år;Hovedstaden;.;Det ved jeg ikke;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Grundskole;Ingen;Vil ikke oplyse;Liberal Alliance (tidligere Ny Alliance);1,1205417775
