RESPID,interview_end,gender,age,age_coded,DK_region,"b1 - Hvilket problem mener du er det vigtigste, som Danmark står overfor lige nu?",b2a - Hvilken regering er bedst til at sikre en fornuftig flygtninge/indvandrerpolitik?,"b2b - Hvilken regering er bedst til at varetage økonomien, eksempelvis vækst og arbejdspladser?","b2c - Hvilken regering er bedst til at levere velfærden, eksempelvis sundhed, uddannelse og ældrepleje?","bg5 - Hvilket parti stemte du på, ved Folketingsvalget den 15. september 2011?","bg6 - Hvilket parti ville du stemme på, hvis der var Folketingsvalg i morgen?",bg7 - Hvilket parti hælder du mest til at stemme på?,bg8 - Hvad er din højest afsluttede uddannelse?,bg9 - Hvor mange børn under 18 år er der din husstand?,bg10 - Hvad er husstandens samlede årlige bruttoindkomst?,PI_idag_prob - Stemme i morgen (bg6+bg7),Weight
2886,20150118,Mand,61,60-69 år,Syddanmark,flygtninge,Ved ikke,Ved ikke,Socialdemokratisk ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Mellemlang videregående 3-4 år,Ingen,Vil ikke oplyse,Dansk Folkeparti,0.3351068263
2888,20150118,Mand,66,60-69 år,Hovedstaden,At vi bliver ekstreme og utolerante,Venstre ledet regering,Ved ikke,Venstre ledet regering,Stemte ikke,(V) Venstre,,Grundskole,Ingen,300.000-399.999 kr.,Venstre,0.9293457974
2889,20150118,Kvinde,66,60-69 år,Hovedstaden,terror,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,200.000-299.999 kr.,Venstre,0.9381279078
2891,20150118,Mand,39,30-39 år,Nordjylland,For svag økonomisk vækst,Ved ikke,Ved ikke,Socialdemokratisk ledet regering,(C) Konservative Folkeparti,Ved ikke,(V) Venstre,Lang videregående 5 år,2 børn,1.000.000 kr. eller derover,Venstre,1.2392907897
2892,20150118,Mand,72,70 år ++,Midtjylland,Flygtninge,Venstre ledet regering,Ved ikke,Ved ikke,(I) Liberal Alliance,Ved ikke,(I) Liberal Alliance,Mellemlang videregående 3-4 år,Ingen,700.000-799.999 kr.,Liberal Alliance (tidligere Ny Alliance),0.4371299176
2895,20150118,Kvinde,57,50-59 år,Midtjylland,Truslen om terror,Ved ikke,Ved ikke,Ved ikke,(C) Konservative Folkeparti,(V) Venstre,,Kort videregående 1-2 år,Ingen,800.000-899.999 kr.,Venstre,0.3826941975
2896,20150118,Kvinde,72,70 år ++,Nordjylland,Arbejdsløshed,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(F) Socialistisk Folkeparti - SF,(F) Socialistisk Folkeparti - SF,,Mellemlang videregående 3-4 år,Ingen,300.000-399.999 kr.,Socialistisk Folkeparti - SF,0.8445728957
2899,20150118,Kvinde,69,60-69 år,Syddanmark,terro,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,Kort videregående 1-2 år,Ingen,100.000-199.999 kr.,Venstre,0.3351068263
2902,20150118,Mand,44,40-49 år,Midtjylland,Integration/radikalisering. Skattetryk.,Venstre ledet regering,Venstre ledet regering,Ved ikke,(V) Venstre,(O) Dansk Folkeparti,,Mellemlang videregående 3-4 år,3 børn,1.000.000 kr. eller derover,Dansk Folkeparti,0.4104395507
2904,20150118,Mand,53,50-59 år,Hovedstaden,arbejdsloshed,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,300.000-399.999 kr.,Venstre,1.2181867055
2909,20150118,Kvinde,69,60-69 år,Hovedstaden,indvandring af muslimer,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Grundskole,Ingen,100.000-199.999 kr.,Dansk Folkeparti,0.6639791520
2910,20150118,Kvinde,64,60-69 år,Midtjylland,økonomien,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,Grundskole,Ingen,200.000-299.999 kr.,Venstre,0.8999086529
2916,20150119,Mand,70,70 år ++,Midtjylland,ikke alt den uro,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Grundskole,Ingen,100.000-199.999 kr.,Dansk Folkeparti,0.7292237305
2921,20150118,Kvinde,50,50-59 år,Nordjylland,"dagpengeperioden er for kort, man har ingen mulighed for at nå at tjene timer op",Ved ikke,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Husker ikke,Ved ikke,(F) Socialistisk Folkeparti - SF,Kort videregående 1-2 år,2 børn,200.000-299.999 kr.,Socialistisk Folkeparti - SF,0.5968616853
2924,20150118,Mand,25,18-29 år,Hovedstaden,Arbejdsløshed,Venstre ledet regering,Venstre ledet regering,Socialdemokratisk ledet regering,(B) Radikale Venstre,Ved ikke,(V) Venstre,Lang videregående 5 år,Ingen,200.000-299.999 kr.,Venstre,1.2221319790
2926,20150118,Kvinde,83,70 år ++,Hovedstaden,flygtningestrømmen,Venstre ledet regering,Venstre ledet regering,Ved ikke,(A) Socialdemokraterne,(O) Dansk Folkeparti,,Grundskole,Ingen,100.000-199.999 kr.,Dansk Folkeparti,1.1957768109
2927,20150118,Mand,69,60-69 år,Hovedstaden,ældre,Ved ikke,Ved ikke,Ved ikke,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Grundskole,Ingen,1.000.000 kr. eller derover,Dansk Folkeparti,0.5269249295
2931,20150118,Kvinde,34,30-39 år,Hovedstaden,miljø og klima,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(Ø) Enhedslisten,Andre partier,,Mellemlang videregående 3-4 år,2 børn,900.000-999.999 kr.,Øvrige,0.3680672026
2940,20150119,Mand,68,60-69 år,Midtjylland,den høje arbejdsløshed og sociale dumpning,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(F) Socialistisk Folkeparti - SF,(Ø) Enhedslisten,,Grundskole,Ingen,400.000-499.999 kr.,Enhedslisten,0.6502398164
2941,20150118,Kvinde,51,50-59 år,Hovedstaden,Ekstreme minoritets grupper,Venstre ledet regering,Venstre ledet regering,Socialdemokratisk ledet regering,(V) Venstre,(V) Venstre,,Kort videregående 1-2 år,Ingen,Vil ikke oplyse,Venstre,0.4980076215
2942,20150118,Kvinde,64,60-69 år,Hovedstaden,Normering af personale i daginstitutioner,Socialdemokratisk ledet regering,Ved ikke,Socialdemokratisk ledet regering,(B) Radikale Venstre,(A) Socialdemokraterne,,Grundskole,Ingen,400.000-499.999 kr.,Socialdemokraterne,1.0996868657
2944,20150118,Mand,50,50-59 år,Syddanmark,udlændinge,Venstre ledet regering,Ved ikke,Ved ikke,(V) Venstre,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,300.000-399.999 kr.,Dansk Folkeparti,0.5749883629
2946,20150118,Kvinde,69,60-69 år,Sjælland,terror,Ved ikke,Socialdemokratisk ledet regering,Ved ikke,(Ø) Enhedslisten,(Ø) Enhedslisten,,Grundskole,Ingen,200.000-299.999 kr.,Enhedslisten,0.9275627919
2949,20150119,Kvinde,70,70 år ++,Hovedstaden,"Unge, der rejser ud for at være med i krigshandlinger.",Socialdemokratisk ledet regering,Ved ikke,Socialdemokratisk ledet regering,(F) Socialistisk Folkeparti - SF,Vil ikke stemme,(Ø) Enhedslisten,Mellemlang videregående 3-4 år,Ingen,200.000-299.999 kr.,Enhedslisten,0.6416228238
2956,20150118,Mand,57,50-59 år,Syddanmark,Flygtninge,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(A) Socialdemokraterne,(O) Dansk Folkeparti,,Grundskole,Ingen,200.000-299.999 kr.,Dansk Folkeparti,0.7177613011
2957,20150118,Mand,38,30-39 år,Midtjylland,miljø,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(Ø) Enhedslisten,(Ø) Enhedslisten,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,200.000-299.999 kr.,Enhedslisten,2.2568870095
2960,20150118,Mand,57,50-59 år,Midtjylland,"Flere ting, der relaterer sig til udlændinge: asyl, integration, kriminalitet osv.",Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(I) Liberal Alliance,Ved ikke,(I) Liberal Alliance,Mellemlang videregående 3-4 år,Ingen,700.000-799.999 kr.,Liberal Alliance (tidligere Ny Alliance),0.3971659102
2961,20150118,Mand,77,70 år ++,Sjælland,arbejdsløsheden,Ved ikke,Socialdemokratisk ledet regering,Ved ikke,(C) Konservative Folkeparti,(C) Konservative Folkeparti,,Grundskole,Ingen,100.000-199.999 kr.,Konservative Folkeparti,1.0964617429
2962,20150118,Kvinde,54,50-59 år,Hovedstaden,Arbejdsløshed. Skolereform. Sundhedsvæsenet.,Socialdemokratisk ledet regering,Ved ikke,Socialdemokratisk ledet regering,(F) Socialistisk Folkeparti - SF,Ved ikke,Ved ikke,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,300.000-399.999 kr.,,1.2559728895
2963,20150118,Mand,65,60-69 år,Hovedstaden,Arbejdsløshed,Venstre ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,Ved ikke,(F) Socialistisk Folkeparti - SF,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,300.000-399.999 kr.,Socialistisk Folkeparti - SF,0.8894353564
2967,20150118,Mand,60,60-69 år,Nordjylland,Terro,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(V) Venstre,,Grundskole,Ingen,400.000-499.999 kr.,Venstre,0.9323041776
2971,20150118,Mand,56,50-59 år,Sjælland,Politkernes troværdighed,Ved ikke,Ved ikke,Ved ikke,(Ø) Enhedslisten,Stemme blankt,Ved ikke,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,700.000-799.999 kr.,,0.7779479375
2977,20150118,Kvinde,48,40-49 år,Midtjylland,for mange afgifter,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(F) Socialistisk Folkeparti - SF,(F) Socialistisk Folkeparti - SF,,Grundskole,Ingen,200.000-299.999 kr.,Socialistisk Folkeparti - SF,3.0464256936
2984,20150118,Mand,69,60-69 år,Syddanmark,at skabe beskæftigelse og indrevandrepolitik,Ved ikke,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Grundskole,Ingen,300.000-399.999 kr.,Socialdemokraterne,0.7265024952
2986,20150119,Mand,69,60-69 år,Syddanmark,fundamentalistiske islam,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(Ø) Enhedslisten,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,300.000-399.999 kr.,Enhedslisten,0.5643004375
2996,20150118,Mand,72,70 år ++,Hovedstaden,asyl ansøger,Venstre ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,100.000-199.999 kr.,Dansk Folkeparti,0.7601937223
2997,20150118,Mand,37,30-39 år,Sjælland,Dårligere forhold for lønmodtagere i flexsecurity modellen. Herboende personer med stor manglende dansk kulturforståelse og samfunds nedbrydende adfærd,Venstre ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,700.000-799.999 kr.,Dansk Folkeparti,1.5909827950
3001,20150118,Mand,42,40-49 år,Syddanmark,arbejdsløshed,Ved ikke,Ved ikke,Ved ikke,(O) Dansk Folkeparti,Vil ikke stemme,Ved ikke,Grundskole,Ingen,100.000-199.999 kr.,,1.4318458266
3002,20150118,Kvinde,48,40-49 år,Midtjylland,uddannelsespladser til unge mennesker,Ved ikke,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(B) Radikale Venstre,(A) Socialdemokraterne,,Kort videregående 1-2 år,Ingen,800.000-899.999 kr.,Socialdemokraterne,0.6662609609
3003,20150118,Kvinde,58,50-59 år,Hovedstaden,Ved ikke,Ved ikke,Ved ikke,Ved ikke,Husker ikke,Ved ikke,Ved ikke,Kort videregående 1-2 år,Ingen,Vil ikke oplyse,,0.4074712441
3006,20150119,Mand,66,60-69 år,Sjælland,flygtninge,Venstre ledet regering,Venstre ledet regering,Ved ikke,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,400.000-499.999 kr.,Dansk Folkeparti,0.3672047528
3008,20150118,Mand,59,50-59 år,Midtjylland,Økonomien,Venstre ledet regering,Venstre ledet regering,Ved ikke,(V) Venstre,(V) Venstre,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,600.000-699.999 kr.,Venstre,0.9361162916
3009,20150118,Kvinde,79,70 år ++,Hovedstaden,arbejdspladser,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(B) Radikale Venstre,(B) Radikale Venstre,,Kort videregående 1-2 år,Ingen,200.000-299.999 kr.,Radikale Venstre,1.0160710594
3012,20150119,Mand,35,30-39 år,Hovedstaden,Forbedring af økonomien,Ved ikke,Ved ikke,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(B) Radikale Venstre,,Lang videregående 5 år,2 børn,900.000-999.999 kr.,Radikale Venstre,2.2900369432
3013,20150118,Kvinde,67,60-69 år,Syddanmark,indvandring,Venstre ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(O) Dansk Folkeparti,,Grundskole,Ingen,Vil ikke oplyse,Dansk Folkeparti,0.5527486098
3020,20150118,Mand,68,60-69 år,Nordjylland,For stor indvandring,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(Ø) Enhedslisten,(Ø) Enhedslisten,,Mellemlang videregående 3-4 år,Ingen,300.000-399.999 kr.,Enhedslisten,0.3351068263
3022,20150118,Kvinde,65,60-69 år,Midtjylland,terrorisme,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Grundskole,Ingen,Vil ikke oplyse,Dansk Folkeparti,0.5102347192
3023,20150118,Kvinde,80,70 år ++,Syddanmark,invandrepolitik,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Grundskole,Ingen,100.000-199.999 kr.,Dansk Folkeparti,0.9954605126
3027,20150118,Mand,62,60-69 år,Hovedstaden,Ledigheden,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,Vil ikke oplyse,Socialdemokraterne,0.6991061409
3761,20150119,Kvinde,62,60-69 år,Sjælland,global tillid og accept mellem forskellige samfundsmodeller,Ved ikke,Ved ikke,Ved ikke,(B) Radikale Venstre,Andre partier,,Mellemlang videregående 3-4 år,Ingen,400.000-499.999 kr.,Øvrige,0.3351068263
3775,20150119,Kvinde,60,60-69 år,Sjælland,sociale,Ved ikke,Ved ikke,Ved ikke,(F) Socialistisk Folkeparti - SF,(O) Dansk Folkeparti,,Mellemlang videregående 3-4 år,Ingen,700.000-799.999 kr.,Dansk Folkeparti,0.3351068263
3777,20150119,Mand,54,50-59 år,Midtjylland,Arbejdsløsheden,Venstre ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Mellemlang videregående 3-4 år,Ingen,600.000-699.999 kr.,Socialdemokraterne,0.3666552278
3782,20150119,Kvinde,66,60-69 år,Hovedstaden,Utilpassede indvandrere,Ved ikke,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,Ved ikke,(A) Socialdemokraterne,Kort videregående 1-2 år,Ingen,200.000-299.999 kr.,Socialdemokraterne,0.3351068263
3788,20150119,Kvinde,65,60-69 år,Hovedstaden,Hospitalsvæsen,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Mellemlang videregående 3-4 år,Ingen,800.000-899.999 kr.,Socialdemokraterne,0.3674431386
3792,20150119,Mand,50,50-59 år,Hovedstaden,flygtningestrømmen,Ved ikke,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Anden uddannelse,Ingen,1.000.000 kr. eller derover,Dansk Folkeparti,0.5933647960
3795,20150119,Mand,71,70 år ++,Syddanmark,"Invandre,",Ved ikke,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,200.000-299.999 kr.,Socialdemokraterne,1.0481232747
3797,20150119,Mand,65,60-69 år,Syddanmark,det sociale og økonomi for de svageste,Ved ikke,Ved ikke,Ved ikke,Husker ikke,(F) Socialistisk Folkeparti - SF,,Grundskole,Ingen,Vil ikke oplyse,Socialistisk Folkeparti - SF,0.9242900343
3798,20150119,Kvinde,63,60-69 år,Sjælland,islamiseringen,Venstre ledet regering,Ved ikke,Ved ikke,(A) Socialdemokraterne,Ved ikke,Ved ikke,Grundskole,Ingen,Vil ikke oplyse,,0.8335341556
3801,20150119,Mand,26,18-29 år,Syddanmark,Ved ikke,Ved ikke,Ved ikke,Ved ikke,(B) Radikale Venstre,(B) Radikale Venstre,,Lang videregående 5 år,Ingen,300.000-399.999 kr.,Radikale Venstre,1.8859987323
3809,20150119,Kvinde,66,60-69 år,Nordjylland,truende venstreregering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Mellemlang videregående 3-4 år,Ingen,Vil ikke oplyse,Socialdemokraterne,0.3686127026
3820,20150119,Mand,82,70 år ++,Sjælland,Det meget regnfulde vejr.,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Grundskole,Ingen,100.000-199.999 kr.,Socialdemokraterne,1.3672237687
3821,20150119,Kvinde,71,70 år ++,Hovedstaden,flere arabejdspladser,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(F) Socialistisk Folkeparti - SF,(A) Socialdemokraterne,,Mellemlang videregående 3-4 år,Ingen,200.000-299.999 kr.,Socialdemokraterne,0.6617374725
3828,20150119,Kvinde,71,70 år ++,Sjælland,vinde krigen over is,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Mellemlang videregående 3-4 år,Ingen,200.000-299.999 kr.,Socialdemokraterne,0.5756593656
3841,20150119,Mand,62,60-69 år,Nordjylland,Sygehus sundhed.- ældre og børn bedre pleje,Venstre ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Grundskole,Ingen,400.000-499.999 kr.,Socialdemokraterne,0.8754761867
3844,20150119,Mand,51,50-59 år,Hovedstaden,Arbejdsløshed,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,400.000-499.999 kr.,Dansk Folkeparti,0.6906942744
3850,20150119,Kvinde,80,70 år ++,Hovedstaden,Arbejdsløshed - Integration - Folkeskolen,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,"Gymnasie, HF eller lignende",Ingen,200.000-299.999 kr.,Socialdemokraterne,1.1457582331
3858,20150119,Kvinde,48,40-49 år,Midtjylland,kommende vinter,Ved ikke,Ved ikke,Ved ikke,Vil ikke svare,Vil ikke svare,,"Erhvervsfaglig, EFG, HTX eller lignende",1 barn,Vil ikke oplyse,,1.4853591147
3873,20150119,Mand,68,60-69 år,Hovedstaden,ingen,Ved ikke,Ved ikke,Ved ikke,Stemte blankt,Stemme blankt,Kandidat uden for partierne,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,200.000-299.999 kr.,Øvrige,0.3351068263
3882,20150119,Mand,54,50-59 år,Sjælland,indvandring,Ved ikke,Ved ikke,Ved ikke,(A) Socialdemokraterne,(O) Dansk Folkeparti,,Grundskole,Ingen,300.000-399.999 kr.,Dansk Folkeparti,0.7500435192
3890,20150119,Kvinde,56,50-59 år,Syddanmark,mulig terrorangreb,Ved ikke,Socialdemokratisk ledet regering,Ved ikke,Husker ikke,Ved ikke,(Ø) Enhedslisten,Grundskole,Ingen,500.000-599.999 kr.,Enhedslisten,1.4524261099
3895,20150119,Mand,52,50-59 år,Hovedstaden,klimaforandringer,Ved ikke,Ved ikke,Socialdemokratisk ledet regering,(Ø) Enhedslisten,(Ø) Enhedslisten,,Mellemlang videregående 3-4 år,Ingen,800.000-899.999 kr.,Enhedslisten,0.4626327138
3901,20150119,Kvinde,67,60-69 år,Syddanmark,terror,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Grundskole,Ingen,300.000-399.999 kr.,Socialdemokraterne,0.9154671286
3921,20150119,Kvinde,66,60-69 år,Sjælland,flygtninge integration.,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Mellemlang videregående 3-4 år,Ingen,300.000-399.999 kr.,Socialdemokraterne,0.3351068263
3927,20150119,Kvinde,70,70 år ++,Hovedstaden,Det kommende folketingsvalg og udsigten til at få en blå regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,300.000-399.999 kr.,Socialdemokraterne,1.5865165047
3930,20150119,Kvinde,66,60-69 år,Syddanmark,social ulighed,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(A) Socialdemokraterne,(A) Socialdemokraterne,,Anden uddannelse,Ingen,300.000-399.999 kr.,Socialdemokraterne,0.6300251770
3932,20150119,Mand,54,50-59 år,Midtjylland,indvandring,Venstre ledet regering,Venstre ledet regering,Venstre ledet regering,(V) Venstre,(O) Dansk Folkeparti,,Lang videregående 5 år,Ingen,1.000.000 kr. eller derover,Dansk Folkeparti,0.3351068263
3933,20150119,Mand,72,70 år ++,Sjælland,terrortrussel,Venstre ledet regering,Socialdemokratisk ledet regering,Socialdemokratisk ledet regering,(O) Dansk Folkeparti,(O) Dansk Folkeparti,,Grundskole,Ingen,900.000-999.999 kr.,Dansk Folkeparti,0.8255151096
3937,20150119,Kvinde,61,60-69 år,Midtjylland,Håndtering af de stakkels mennesker der flygter fra krig og ødelæggelser.,Ved ikke,Ved ikke,Ved ikke,(A) Socialdemokraterne,Ved ikke,Ved ikke,"Erhvervsfaglig, EFG, HTX eller lignende",Ingen,600.000-699.999 kr.,,0.5898454513
